Timestamp,Packet Length,Protocol,Gap,Label
1769957235.562289,1292,2,0,0
1769957235.562452,74,2,0,0
1769957235.56284,1292,2,0,0
1769957235.564722,1292,2,0,0
1769957235.564722,1292,2,0,0
1769957235.564722,1292,2,0,0
1769957235.564722,1292,2,0,0
1769957235.56494,1292,2,0,0
1769957235.56494,1292,2,0,0
1769957235.56494,1292,2,0,0
1769957235.565106,75,2,0,0
1769957235.56587,1292,2,0,0
1769957235.56587,1292,2,0,0
1769957235.565955,1292,2,0,0
1769957235.565955,1292,2,0,0
1769957235.565983,1292,2,0,0
1769957235.565983,1292,2,0,0
1769957235.566096,1292,2,0,0
1769957235.566096,1292,2,0,0
1769957235.566214,75,2,0,0
1769957235.568289,1292,2,0,0
1769957235.568691,818,2,0,0
1769957235.569704,78,2,0,0
1769957235.569768,1292,2,0,0
1769957235.569768,1292,2,0,0
1769957235.569768,1292,2,0,0
1769957235.569892,1292,2,0,0
1769957235.569892,1292,2,0,0
1769957235.570643,1292,2,0,0
1769957235.570643,1292,2,0,0
1769957235.570694,1292,2,0,0
1769957235.570751,1292,2,0,0
1769957235.570813,75,2,0,0
1769957235.574552,1292,2,0,0
1769957235.574552,1292,2,0,0
1769957235.574552,1292,2,0,0
1769957235.574707,1292,2,0,0
1769957235.578009,1292,2,0,0
1769957235.578119,706,2,0,0
1769957235.578415,283,2,0,0
1769957235.579492,54,1,0,0
1769957235.579492,153,1,0,0
1769957235.579844,1292,2,0,0
1769957235.579844,1292,2,0,0
1769957235.579959,1292,2,0,0
1769957235.579959,1292,2,0,0
1769957235.580011,700,1,0,0
1769957235.580034,1292,2,0,0
1769957235.580034,1292,2,0,0
1769957235.580117,76,2,0,0
1769957235.58013,1292,2,0,0
1769957235.58013,1292,2,0,0
1769957235.581894,1292,2,0,0
1769957235.581894,1292,2,0,0
1769957235.582131,75,2,0,0
1769957235.583084,1292,2,0,0
1769957235.58317,1292,2,0,0
1769957235.58317,1292,2,0,0
1769957235.58317,1292,2,0,0
1769957235.584685,1292,2,0,0
1769957235.584685,1292,2,0,0
1769957235.584685,1292,2,0,0
1769957235.58636,1292,2,0,0
1769957235.58636,1292,2,0,0
1769957235.58636,1292,2,0,0
1769957235.58636,1292,2,0,0
1769957235.586577,75,2,0,0
1769957235.58864,1292,2,0,0
1769957235.58864,1292,2,0,0
1769957235.58864,1292,2,0,0
1769957235.588707,1292,2,0,0
1769957235.588707,1292,2,0,0
1769957235.588707,1292,2,0,0
1769957235.588847,1292,2,0,0
1769957235.588847,1292,2,0,0
1769957235.588847,1292,2,0,0
1769957235.588937,75,2,0,0
1769957235.591095,1292,2,0,0
1769957235.591095,1292,2,0,0
1769957235.591095,1292,2,0,0
1769957235.591095,1292,2,0,0
1769957235.59124,1292,2,0,0
1769957235.59124,1292,2,0,0
1769957235.59124,1292,2,0,0
1769957235.591321,1292,2,0,0
1769957235.593593,1292,2,0,0
1769957235.593593,1292,2,0,0
1769957235.593593,1292,2,0,0
1769957235.593593,1292,2,0,0
1769957235.593708,1292,2,0,0
1769957235.593708,1292,2,0,0
1769957235.593708,1292,2,0,0
1769957235.593738,1292,2,0,0
1769957235.593738,1292,2,0,0
1769957235.593787,1292,2,0,0
1769957235.593953,75,2,0,0
1769957235.594007,1292,2,0,0
1769957235.594392,1292,2,0,0
1769957235.594689,75,2,0,0
1769957235.59486,1292,2,0,0
1769957235.59486,1292,2,0,0
1769957235.594958,1292,2,0,0
1769957235.594958,1292,2,0,0
1769957235.59501,1292,2,0,0
1769957235.595133,1292,2,0,0
1769957235.595133,1292,2,0,0
1769957235.595213,1292,2,0,0
1769957235.595213,1292,2,0,0
1769957235.596943,1292,2,0,0
1769957235.596943,1292,2,0,0
1769957235.596943,1292,2,0,0
1769957235.597086,75,2,0,0
1769957235.599758,1292,2,0,0
1769957235.599758,1292,2,0,0
1769957235.599758,1292,2,0,0
1769957235.599758,1292,2,0,0
1769957235.599758,1292,2,0,0
1769957235.599758,1292,2,0,0
1769957235.599758,1292,2,0,0
1769957235.599832,1292,2,0,0
1769957235.599832,1292,2,0,0
1769957235.599832,1292,2,0,0
1769957235.599832,1292,2,0,0
1769957235.599832,1292,2,0,0
1769957235.600076,80,2,0,0
1769957235.605405,1292,2,0,0
1769957235.605405,1292,2,0,0
1769957235.605405,1292,2,0,0
1769957235.605405,1292,2,0,0
1769957235.605526,1292,2,0,0
1769957235.605526,1292,2,0,0
1769957235.605526,1292,2,0,0
1769957235.605564,1292,2,0,0
1769957235.605726,1292,2,0,0
1769957235.605779,75,2,0,0
1769957235.606933,1292,2,0,0
1769957235.606933,1292,2,0,0
1769957235.606933,1292,2,0,0
1769957235.606989,1292,2,0,0
1769957235.607062,1292,2,0,0
1769957235.607139,1292,2,0,0
1769957235.607139,1292,2,0,0
1769957235.607195,1292,2,0,0
1769957235.607195,1292,2,0,0
1769957235.60736,75,2,0,0
1769957235.607371,1292,2,0,0
1769957235.607371,1292,2,0,0
1769957235.607599,1292,2,0,0
1769957235.607685,1292,2,0,0
1769957235.607685,1292,2,0,0
1769957235.607749,1292,2,0,0
1769957235.607771,1292,2,0,0
1769957235.607815,1292,2,0,0
1769957235.607815,1292,2,0,0
1769957235.60787,1292,2,0,0
1769957235.607962,1292,2,0,0
1769957235.608038,1292,2,0,0
1769957235.608038,1292,2,0,0
1769957235.608086,1292,2,0,0
1769957235.608134,1292,2,0,0
1769957235.608134,1292,2,0,0
1769957235.608137,75,2,0,0
1769957235.608335,1292,2,0,0
1769957235.608335,1292,2,0,0
1769957235.608335,1292,2,0,0
1769957235.608411,1292,2,0,0
1769957235.608411,1292,2,0,0
1769957235.608411,1292,2,0,0
1769957235.608519,75,2,0,0
1769957235.609667,69,2,0,0
1769957235.609667,70,2,0,0
1769957235.609883,73,2,0,0
1769957235.611147,1506,1,0,0
1769957235.611147,1506,1,0,0
1769957235.611147,1246,1,0,0
1769957235.611225,54,1,0,0
1769957235.612046,1292,2,0,0
1769957235.612046,1292,2,0,0
1769957235.612046,1292,2,0,0
1769957235.612169,1292,2,0,0
1769957235.612169,1292,2,0,0
1769957235.612169,1292,2,0,0
1769957235.612218,1292,2,0,0
1769957235.61223,1292,2,0,0
1769957235.612339,75,2,0,0
1769957235.614597,1506,1,0,0
1769957235.614597,1395,1,0,0
1769957235.61466,54,1,0,0
1769957235.614994,1292,2,0,0
1769957235.614994,1292,2,0,0
1769957235.615143,1292,2,0,0
1769957235.615143,1292,2,0,0
1769957235.615143,1292,2,0,0
1769957235.615143,1292,2,0,0
1769957235.615143,1292,2,0,0
1769957235.615271,1292,2,0,0
1769957235.615271,1292,2,0,0
1769957235.615271,1292,2,0,0
1769957235.615369,1292,2,0,0
1769957235.615434,1292,2,0,0
1769957235.615434,1292,2,0,0
1769957235.615434,1292,2,0,0
1769957235.615529,1292,2,0,0
1769957235.615529,1292,2,0,0
1769957235.615529,68,2,0,0
1769957235.615618,75,2,0,0
1769957235.615641,1292,2,0,0
1769957235.615641,1292,2,0,0
1769957235.615641,1292,2,0,0
1769957235.615731,75,2,0,0
1769957235.617147,128,1,0,0
1769957235.617341,146,1,0,0
1769957235.617507,422,1,0,0
1769957235.617542,1255,1,0,0
1769957235.622645,1292,2,0,0
1769957235.622645,1292,2,0,0
1769957235.622645,1292,2,0,0
1769957235.630202,1292,2,0,0
1769957235.630202,1292,2,0,0
1769957235.630362,1292,2,0,0
1769957235.630433,1292,2,0,0
1769957235.630686,1292,2,0,0
1769957235.630686,1292,2,0,0
1769957235.630762,1292,2,0,0
1769957235.630791,1292,2,0,0
1769957235.630863,75,2,0,0
1769957235.631055,1292,2,0,0
1769957235.631055,1292,2,0,0
1769957235.631151,1292,2,0,0
1769957235.631217,1292,2,0,0
1769957235.631236,75,2,0,0
1769957235.631304,1292,2,0,0
1769957235.631468,1292,2,0,0
1769957235.63152,1292,2,0,0
1769957235.631704,1292,2,0,0
1769957235.631704,1292,2,0,0
1769957235.631779,1292,2,0,0
1769957235.631899,1292,2,0,0
1769957235.63197,1292,2,0,0
1769957235.632846,65,2,0,0
1769957235.633071,71,2,0,0
1769957235.634429,1292,2,0,0
1769957235.634477,1292,2,0,0
1769957235.634477,1292,2,0,0
1769957235.6347,75,2,0,0
1769957235.651433,76,2,0,0
1769957235.668051,1292,2,0,0
1769957235.668117,1292,2,0,0
1769957235.66813,1292,2,0,0
1769957235.668344,80,2,0,0
1769957235.668432,1292,2,0,0
1769957235.668741,1292,2,0,0
1769957235.671668,357,1,0,0
1769957235.671712,66,1,0,0
1769957235.671822,125,1,0,0
