length,protocol,gap,label
1274,2,1.5020370483398438e-05,0
1274,2,1.0967254638671875e-05,0
1274,2,1.1920928955078125e-05,0
538,2,1.0013580322265625e-05,0
1274,2,3.314018249511719e-05,0
1274,2,1.3828277587890625e-05,0
1274,2,1.0967254638671875e-05,0
538,2,1.2159347534179688e-05,0
1274,2,0.0018010139465332031,0
1274,2,3.3855438232421875e-05,0
1274,2,4.00543212890625e-05,0
538,2,1.5020370483398438e-05,0
1274,2,1.6927719116210938e-05,0
1274,2,1.4066696166992188e-05,0
1274,2,2.5033950805664062e-05,0
110,2,0.0018398761749267578,0
78,2,0.013303995132446289,0
1274,2,0.031823158264160156,0
1274,2,7.700920104980469e-05,0
1274,2,0.005995988845825195,0
1274,2,0.00016689300537109375,0
1274,2,4.506111145019531e-05,0
1274,2,3.910064697265625e-05,0
1274,2,3.695487976074219e-05,0
1274,2,8.487701416015625e-05,0
1274,2,1.811981201171875e-05,0
1274,2,1.7881393432617188e-05,0
698,2,1.5974044799804688e-05,0
78,2,0.01717400550842285,0
1294,2,0.10939216613769531,0
506,2,0.01119089126586914,0
762,2,0.0003719329833984375,0
92,2,0.011138200759887695,0
110,2,0.0004918575286865234,0
78,2,0.00046896934509277344,0
1274,2,0.010283946990966797,0
258,2,0.0031461715698242188,0
122,2,4.1961669921875e-05,0
143,2,0.009892940521240234,0
110,2,0.0,0
1294,2,0.0006000995635986328,0
910,2,0.0006289482116699219,0
1274,2,0.003081083297729492,0
1274,2,7.081031799316406e-05,0
1274,2,2.8133392333984375e-05,0
506,2,2.5033950805664062e-05,0
1274,2,2.5033950805664062e-05,0
762,2,2.47955322265625e-05,0
140,2,0.0030100345611572266,0
1274,2,0.002838134765625,0
1274,2,6.890296936035156e-05,0
154,2,2.002716064453125e-05,0
100,2,0.01989006996154785,0
410,2,7.104873657226562e-05,0
122,2,2.9802322387695312e-05,0
90,2,0.007243156433105469,0
110,2,0.0030579566955566406,0
90,2,0.010863065719604492,0
686,2,0.0033969879150390625,0
110,2,0.0013890266418457031,0
570,2,0.002641916275024414,0
1114,2,0.004462003707885742,0
90,2,6.985664367675781e-05,0
110,2,3.218650817871094e-05,0
110,2,0.016026020050048828,0
90,2,0.0068819522857666016,0
378,2,9.107589721679688e-05,0
782,2,0.00019598007202148438,0
1274,2,0.0004439353942871094,0
1274,2,7.104873657226562e-05,0
1274,2,2.288818359375e-05,0
1274,2,5.793571472167969e-05,0
1274,2,2.2172927856445312e-05,0
1274,2,3.2901763916015625e-05,0
1274,2,3.0040740966796875e-05,0
1274,2,0.0007529258728027344,0
1274,2,5.412101745605469e-05,0
1274,2,2.09808349609375e-05,0
1274,2,1.8835067749023438e-05,0
1274,2,5.0067901611328125e-05,0
1274,2,2.09808349609375e-05,0
1274,2,2.002716064453125e-05,0
1274,2,2.002716064453125e-05,0
1274,2,0.00045609474182128906,0
1274,2,2.5987625122070312e-05,0
1274,2,4.792213439941406e-05,0
1274,2,1.811981201171875e-05,0
1274,2,1.8835067749023438e-05,0
